date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,price,discount,weather_condition,promotion,competitor_pricing,seasonality,epidemic,demand,month,day_name,year,day,day_of_week,week_of_year,quarter,is_weekend,month_sin,month_cos,dow_sin,dow_cos,is_holiday,demand_lag_1,demand_lag_2,demand_lag_7,demand_lag_14,demand_lag_30,demand_change_1,demand_change_7,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_std_30,expanding_mean,price_diff,discounted_price,inventory_sales_ratio,catboost_prediction,lightgbm_prediction,ensemble_prediction,residual,lof_anomaly,z_score,zscore_anomaly,final_anomaly
2023-09-07,2,19,0,0,30,30,0,76.77,10,1,1,65.38,0,0,122,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,116.0,182.0,106.0,86.0,63.0,-66.0,20.0,105.14285714285714,108.0,103.6,40.67115509968783,31.612524798534015,108.82247557003258,11.39,69.093,0.967741935483871,112.92432128086541,110.12824733522814,111.52754235736582,10.472457642634183,0,0.7310083634844382,0,0
2023-09-07,2,18,3,0,136,115,162,55.57,20,1,1,65.88,0,0,176,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,81.0,106.0,122.0,177.0,211.0,-25.0,-55.0,115.57142857142857,130.14285714285714,148.0,23.64217377806811,49.40752420710703,123.84201954397395,-10.309999999999995,44.456,1.1724137931034482,138.25752534184954,141.21932659685567,139.7370933536477,36.26290664635229,0,2.501356712181652,0,0
2023-09-07,2,17,2,0,630,42,0,111.86,5,1,0,130.54,0,0,39,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,86.0,75.0,72.0,88.0,61.0,11.0,-16.0,77.14285714285714,81.71428571428571,87.96666666666667,22.251805705220065,32.37866830058864,74.12540716612378,-18.679999999999993,106.267,14.651162790697674,50.50236093247578,52.40859654120157,51.45462105622788,-12.454621056227879,0,0.8427880411120838,0,0
2023-09-07,2,16,2,0,316,98,0,139.51,5,1,0,130.89,0,0,116,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,76.0,100.0,36.0,91.0,61.0,-24.0,-55.0,81.0,83.64285714285714,82.8,22.383029285599505,21.485199396408916,72.23127035830619,8.620000000000005,132.53449999999998,3.191919191919192,101.5894068959245,112.8369202252399,107.20810291956909,8.791897080430914,0,0.6156486962001153,0,0
2023-09-07,2,15,1,0,118,55,0,78.32,10,1,0,88.55,0,0,56,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,202.0,108.0,60.0,109.0,87.0,94.0,-49.0,111.71428571428571,110.42857142857143,118.4,54.21781467904651,41.5630804341115,107.25407166123779,-10.230000000000004,70.488,2.107142857142857,64.1735010565366,63.50198716247862,63.83804624658036,-7.838046246580362,0,0.5258898905712238,0,0
2023-09-07,2,14,3,0,939,89,0,93.57,10,1,1,106.43,0,0,116,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,212.0,129.0,280.0,94.0,211.0,83.0,186.0,147.42857142857142,142.92857142857142,157.76666666666668,75.24594594363451,75.58173622360559,121.61889250814332,-12.860000000000014,84.213,10.433333333333334,112.68305624161566,112.48525592520039,112.58424508053693,3.415754919463069,0,0.24661113521547431,0,0
2023-09-07,2,13,3,0,257,84,0,90.63,10,1,0,97.66,0,0,116,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,100.0,147.0,92.0,161.0,203.0,-47.0,-69.0,110.85714285714286,126.78571428571429,146.3,47.29844455310199,55.90210038617687,120.81921824104235,-7.030000000000001,81.567,3.023529411764706,104.65944186542438,107.75000239470026,106.2033315811552,9.796668418844803,0,0.684619782338355,0,0
2023-09-07,3,13,2,3,281,72,0,181.06,0,1,0,207.04,0,0,97,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,72.0,113.0,69.0,137.0,110.0,-41.0,-68.0,88.71428571428571,90.28571428571429,90.1,20.99773230386483,29.45405539667409,74.36807817589576,-25.97999999999999,181.06,3.8493150684931505,93.2674871343302,95.62802614290594,94.44669455136642,2.55330544863358,0,0.18740952936915295,0,0
2023-09-07,3,2,2,3,353,128,374,136.7,20,1,1,163.47,0,0,137,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,51.0,45.0,39.0,50.0,101.0,6.0,-11.0,72.0,70.21428571428571,79.4,39.268307832143755,29.660841478983418,74.64983713355049,-26.77000000000001,109.36,2.7364341085271318,129.72065037163333,136.20671005447616,132.96076191292178,4.039238087078218,0,0.28940924222279546,0,0
2023-09-07,3,14,2,3,339,58,0,76.23,15,1,1,91.04,0,0,53,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,68.0,120.0,67.0,35.0,78.0,-52.0,32.0,79.42857142857143,75.28571428571429,83.03333333333333,27.275490480509774,32.80084453636588,74.85179153094462,-14.810000000000002,64.7955,5.745762711864407,68.56913687587002,66.60575088992967,67.58832727742039,-14.58832727742039,0,0.9892532416500256,0,0
2023-09-07,4,6,3,1,275,143,0,82.11,20,1,1,88.82,0,0,173,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,195.0,117.0,135.0,98.0,155.0,78.0,37.0,121.14285714285714,130.14285714285714,137.16666666666666,44.378780858380736,43.93183068262072,122.42671009771988,-6.709999999999994,65.688,1.9097222222222223,156.1039297297639,156.9797007453712,156.54142119822836,16.458578801771637,0,1.1419170571505561,0,0
2023-09-07,3,16,0,3,92,92,142,106.59,5,1,0,90.73,0,0,123,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,105.0,154.0,83.0,59.0,109.0,-49.0,24.0,101.0,102.92857142857143,99.66666666666667,28.325489110222744,38.672215218229375,109.91042345276873,15.86,101.2605,0.989247311827957,116.04546641928665,119.0606173495312,117.55168526486008,5.448314735139917,0,0.38613328594627633,0,0
2023-09-07,2,11,2,0,204,102,184,100.77,10,1,0,91.88,0,0,96,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,73.0,39.0,78.0,103.0,156.0,34.0,-25.0,94.0,86.85714285714286,91.2,37.313983080519996,29.907212830859947,73.93811074918567,8.89,90.693,1.9805825242718447,98.7700462726176,102.46128507393887,100.61400485866791,-4.614004858667911,0,0.30458019773107875,0,0
2023-09-07,4,18,2,1,147,81,184,125.42,15,1,1,139.02,0,0,91,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,41.0,74.0,81.0,96.0,47.0,-33.0,-15.0,80.0,82.28571428571429,80.0,21.43206320757149,27.84067973803548,72.93811074918567,-13.600000000000009,106.607,1.7926829268292683,91.2364546841063,90.85424908964791,91.04552385424893,-0.04552385424892691,0,0.009016622590341423,0,0
2023-09-07,4,17,0,1,275,107,0,20.49,10,1,0,17.88,0,0,93,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,202.0,136.0,121.0,162.0,93.0,66.0,-41.0,127.71428571428571,132.07142857142858,130.56666666666666,43.80910972889194,42.31954250888035,122.43322475570032,2.6099999999999994,18.441,2.5462962962962963,105.89140341090437,104.54226244872919,105.21743995448843,-12.217439954488427,0,0.8265070848656031,0,0
2023-09-07,4,16,4,1,171,91,98,41.05,0,1,0,39.2,0,0,106,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,117.0,65.0,104.0,114.0,99.0,52.0,-10.0,91.0,94.71428571428571,96.6,17.663521732655855,34.488978749339864,92.59934853420195,1.8499999999999943,41.05,1.858695652173913,111.73317750353432,105.28634666424993,108.51266273362639,-2.512662733626385,0,0.16033658411353968,0,0
2023-09-07,4,15,4,1,206,51,0,30.51,10,1,0,26.79,0,0,71,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,175.0,100.0,117.0,59.0,81.0,75.0,58.0,92.42857142857143,92.85714285714286,102.1,46.88232482452635,29.11493277245933,95.75732899022802,3.7200000000000024,27.459000000000003,3.9615384615384617,63.30655232799395,69.46852117430136,66.38476427056888,4.61523572943112,0,0.3289477735157536,0,0
2023-09-07,4,14,3,1,191,130,0,44.13,25,1,1,39.36,0,0,133,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,134.0,121.0,87.0,122.0,166.0,13.0,-35.0,116.85714285714286,123.28571428571429,138.43333333333334,28.62067184995599,46.0342326395547,122.66775244299674,4.770000000000003,33.097500000000004,1.4580152671755726,139.05214692103937,134.8513896325429,136.95365834119895,-3.9536583411989454,0,0.25925165899177244,0,0
2023-09-07,4,13,2,1,478,53,0,162.23,0,1,0,155.17,0,0,55,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,80.0,47.0,68.0,52.0,75.0,33.0,16.0,78.14285714285714,77.64285714285714,84.03333333333333,37.08741283071913,29.6164950932617,75.01465798045602,7.060000000000002,162.23,8.851851851851851,63.33684950189494,65.57386057880231,64.4543485325392,-9.4543485325392,0,0.6368386407279287,0,0
2023-09-07,4,12,3,1,324,68,0,74.09,0,1,0,81.55,0,0,96,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,75.0,165.0,109.0,140.0,111.0,-90.0,-31.0,134.85714285714286,131.28571428571428,154.66666666666666,39.53238575914086,49.42450413707162,122.8013029315961,-7.459999999999994,74.09,4.695652173913044,85.4777602184916,88.65429280834073,87.06459728273796,8.935402717262036,0,0.6254994346326294,0,0
2023-09-07,4,11,2,1,570,76,0,131.24,0,1,0,130.01,0,0,64,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,88.0,80.0,83.0,84.0,92.0,8.0,-1.0,79.85714285714286,76.78571428571429,81.0,16.61754666438043,26.141524636960714,74.44462540716613,1.2300000000000182,131.24,7.402597402597403,78.50784758593113,82.20679782199825,80.35565841971606,-16.355658419716065,0,1.110569150842349,0,0
2023-09-07,4,10,1,1,285,107,0,83.87,15,1,1,92.16,0,0,163,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,137.0,120.0,117.0,47.0,74.0,17.0,70.0,113.71428571428571,106.42857142857143,108.63333333333334,25.309512610309792,37.32197589969566,93.18078175895765,-8.289999999999992,71.2895,2.638888888888889,122.55092268603806,126.80029268289131,124.67369574753639,38.326304252463615,0,2.6429956787680164,0,0
2023-09-07,3,15,2,3,411,47,0,100.56,10,1,0,85.96,0,0,46,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,98.0,48.0,78.0,48.0,80.0,50.0,30.0,75.28571428571429,73.07142857142857,71.43333333333334,27.268506166848006,29.400543430742708,72.12540716612378,14.600000000000009,90.504,8.5625,55.076521030579364,56.60757261378481,55.841357949699045,-9.841357949699045,0,0.6634043466022401,0,0
2023-09-07,4,9,3,1,462,116,620,61.11,20,1,1,66.4,0,0,182,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,123.0,173.0,146.0,117.0,126.0,-50.0,29.0,126.57142857142857,132.5,141.8,52.220229614129174,46.86620722130545,120.35504885993485,-5.290000000000006,48.888000000000005,3.948717948717949,137.68151755153056,136.3106879271671,136.99671952249156,45.00328047750844,0,3.101327126684822,1,0
2023-09-07,4,7,3,1,240,200,260,68.1,25,1,1,75.82,0,0,233,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,205.0,137.0,90.0,116.0,230.0,68.0,-26.0,133.14285714285714,138.85714285714286,141.93333333333334,43.29522133534134,56.029507825131326,123.43159609120521,-7.719999999999999,51.074999999999996,1.1940298507462686,193.34556328371275,191.7040007249616,192.52552059948857,40.47447940051143,0,2.7904540780192497,0,0
2023-09-07,4,5,3,1,668,46,0,46.59,15,1,1,43.41,0,0,60,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,100.0,168.0,171.0,139.0,126.0,-68.0,32.0,136.14285714285714,132.92857142857142,147.93333333333334,37.35161117198089,36.09654996727853,124.75244299674267,3.180000000000007,39.6015,14.212765957446809,54.29951672644399,52.51130454243451,53.40621521227379,6.593784787726207,0,0.46476243334056555,0,0
2023-09-07,4,4,3,1,493,73,0,14.91,5,1,0,13.79,0,0,72,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,110.0,198.0,77.0,114.0,147.0,-88.0,-37.0,122.57142857142857,133.5,134.3,38.853816384224906,30.337356055098066,122.0928338762215,1.120000000000001,14.1645,6.662162162162162,80.67167344610603,86.95992233166686,83.81296859059809,-11.81296859059809,0,0.7987427287252608,0,0
2023-09-07,4,3,3,1,220,108,0,6.4,20,1,1,6.33,0,0,94,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,155.0,115.0,152.0,153.0,231.0,40.0,-1.0,123.28571428571429,130.78571428571428,149.5,31.367256206190053,55.806160826623056,124.6270358306189,0.07000000000000028,5.120000000000001,2.018348623853211,124.03622891926415,118.01875991368532,121.03020188163197,-27.030201881631967,0,1.8433078630755115,0,0
2023-09-07,4,2,4,1,215,74,0,26.47,10,1,1,24.63,0,0,72,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,195.0,168.0,77.0,104.0,139.0,27.0,-27.0,123.28571428571429,109.78571428571429,106.5,51.28259706669286,35.775882841705496,94.79804560260587,1.8399999999999999,23.823,2.8666666666666667,88.56902654894765,87.36925948397112,87.96968283270475,-15.969682832704748,0,1.0840744107544809,0,0
2023-09-07,4,1,1,1,356,122,290,40.0,10,1,0,47.43,0,0,116,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,132.0,158.0,121.0,154.0,156.0,-26.0,-33.0,138.28571428571428,129.42857142857142,121.5,29.646327966626256,36.94333965449782,96.72312703583061,-7.43,36.0,2.894308943089431,120.27126292834177,124.06727989293763,122.16756345274936,-6.167563452749363,0,0.41122199722979846,0,0
2023-09-07,4,0,3,1,311,117,304,14.33,0,1,0,13.61,0,0,138,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,132.0,180.0,172.0,105.0,140.0,-48.0,67.0,130.57142857142858,129.21428571428572,147.23333333333332,40.082652701874025,46.51783738956802,121.7442996742671,0.7200000000000006,14.33,2.635593220338983,126.93438208870676,122.02854807648374,124.48367238514103,13.516327614858966,0,0.9399504481375712,0,0
2023-09-07,3,19,2,3,222,89,179,113.11,25,1,1,107.87,0,0,100,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,64.0,37.0,57.0,60.0,60.0,27.0,-3.0,71.14285714285714,73.57142857142857,82.63333333333334,25.241688872634242,28.92854852114472,74.51140065146579,5.239999999999995,84.8325,2.466666666666667,95.69290115187847,100.350684830461,98.0196972949546,1.9803027050454034,0,0.1480765786026092,0,0
2023-09-07,3,18,0,3,104,104,193,63.05,20,1,1,58.46,0,0,170,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,110.0,77.0,71.0,139.0,110.0,33.0,-68.0,90.57142857142857,99.57142857142857,96.06666666666666,13.950593092017096,33.07872879737922,112.03420195439739,4.589999999999996,50.44,0.9904761904761905,147.52449930553092,149.06073065461948,148.29192377703828,21.708076222961722,0,1.502261271776457,0,0
2023-09-07,3,17,2,3,130,44,0,146.79,5,1,0,129.78,0,0,49,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,127.0,86.0,76.0,50.0,85.0,41.0,26.0,77.57142857142857,78.21428571428571,79.53333333333333,28.42450317863754,28.852458609555093,72.21824104234528,17.00999999999999,139.45049999999998,2.888888888888889,54.19234989487986,55.29788972128757,54.74462238789639,-5.744622387896392,0,0.382189814980829,0,0
2023-09-07,4,8,3,1,97,97,0,93.36,5,1,0,105.4,0,0,105,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,204.0,178.0,121.0,229.0,151.0,26.0,-108.0,154.85714285714286,145.85714285714286,140.13333333333333,38.7230705197329,43.350801077061746,122.17263843648209,-12.040000000000006,88.692,0.9897959183673469,131.15429352073437,127.94140956704938,129.5492971302922,-24.54929713029219,0,1.6730097178522056,0,0
2023-09-07,2,10,1,0,409,109,0,105.87,15,1,1,120.92,0,0,97,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,63.0,174.0,135.0,150.0,166.0,-111.0,-15.0,132.28571428571428,115.71428571428571,116.16666666666667,48.20689537716328,42.55793887066818,107.97557003257329,-15.049999999999997,89.9895,3.7181818181818183,114.71129238222265,118.21039108740821,116.45926737060728,-19.45926737060728,0,1.3236119319284803,0,0
2023-09-07,4,19,4,1,99,90,105,32.22,10,1,1,28.8,0,0,125,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,68.0,165.0,86.0,104.0,47.0,-97.0,-18.0,81.14285714285714,92.5,88.63333333333334,44.89776747021562,36.26101101100503,94.68892508143323,3.419999999999998,28.998,1.0879120879120878,109.44138787052299,107.03444119026739,108.23899749804588,16.761002501954124,0,1.1626764979089463,0,0
2023-09-07,2,8,3,0,163,59,0,46.9,5,1,0,54.56,0,0,71,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,55.0,144.0,150.0,191.0,139.0,-89.0,-41.0,106.71428571428571,135.5,137.56666666666666,57.64175074172735,57.30119053546446,121.63680781758957,-7.660000000000004,44.555,2.716666666666667,73.54906898593792,71.63875342772015,72.59477072314867,-1.5947707231486703,0,0.09732920472292421,0,0
2023-09-07,1,1,4,2,308,57,0,26.98,10,0,0,32.47,0,0,67,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,94.0,154.0,60.0,101.0,110.0,-60.0,-41.0,103.71428571428571,102.57142857142857,113.6,44.87655024514203,40.48976030622043,95.2557003257329,-5.489999999999998,24.282,5.310344827586207,73.16113469753131,70.52591020701823,71.84470812992146,-4.844708129921457,0,0.3204164926030245,0,0
2023-09-07,1,0,3,2,397,135,0,84.82,5,0,0,91.94,0,0,129,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,4.0,203.0,162.0,107.0,103.0,-199.0,55.0,110.14285714285714,137.92857142857142,138.93333333333334,65.19567616396168,44.37452929975388,122.04071661237785,-7.1200000000000045,80.579,2.9191176470588234,138.36115628018788,134.80344430741934,136.58390103012593,-7.583901030125929,0,0.5084444570227603,0,0
2023-09-07,0,19,2,1,181,48,0,97.87,15,1,1,105.73,0,0,65,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,64.0,74.0,65.0,73.0,125.0,-10.0,-8.0,72.71428571428571,75.07142857142857,78.7,18.900743245652816,22.061278294786177,74.96254071661238,-7.859999999999999,83.1895,3.693877551020408,57.45044455986919,59.234968872247144,58.34190379752323,6.65809620247677,0,0.4691769980846546,0,0
2023-09-07,0,18,2,1,98,82,95,114.4,15,1,1,101.3,0,0,112,9,4,2023,7,3,36,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,89.0,84.0,79.0,85.0,27.0,5.0,-6.0,74.42857142857143,82.07142857142857,73.43333333333334,18.246982790378905,26.372246819314547,73.78338762214983,13.100000000000009,97.24000000000001,1.180722891566265,93.15937796336763,94.89329939069522,94.02555852646555,17.974441473534455,0,1.2459712741756326,0,0
